id,test_day,subage,age,age_month,task,trial,item,correct,c_age_month,c_age
VP2,1,4,4.435318275154004,4.416666666666667,mutual_exclusivity,1,carrot,1,1.3333333333333335,1.3470225872689938
VP2,1,4,4.435318275154004,4.416666666666667,mutual_exclusivity,2,garlic,1,1.3333333333333335,1.3470225872689938
VP2,1,4,4.435318275154004,4.416666666666667,mutual_exclusivity,3,eggplant,1,1.3333333333333335,1.3470225872689938
VP2,1,4,4.435318275154004,4.416666666666667,mutual_exclusivity,4,duck,1,1.3333333333333335,1.3470225872689938
VP2,1,4,4.435318275154004,4.416666666666667,mutual_exclusivity,5,horseshoe,1,1.3333333333333335,1.3470225872689938
VP2,1,4,4.435318275154004,4.416666666666667,simple_inf,1,bear,1,1.3333333333333335,1.3470225872689938
VP2,1,4,4.435318275154004,4.416666666666667,simple_inf,2,robot,1,1.3333333333333335,1.3470225872689938
VP2,1,4,4.435318275154004,4.416666666666667,simple_inf,3,rocket,0,1.3333333333333335,1.3470225872689938
VP2,1,4,4.435318275154004,4.416666666666667,simple_inf,4,truck,0,1.3333333333333335,1.3470225872689938
VP2,1,4,4.435318275154004,4.416666666666667,simple_inf,5,dino,0,1.3333333333333335,1.3470225872689938
VP2,1,4,4.435318275154004,4.416666666666667,discourse_continuity,1,fruits,1,1.3333333333333335,1.3470225872689938
VP2,1,4,4.435318275154004,4.416666666666667,discourse_continuity,2,vehicles,0,1.3333333333333335,1.3470225872689938
VP2,1,4,4.435318275154004,4.416666666666667,discourse_continuity,3,instruments,1,1.3333333333333335,1.3470225872689938
VP2,1,4,4.435318275154004,4.416666666666667,discourse_continuity,4,mammals,1,1.3333333333333335,1.3470225872689938
VP2,1,4,4.435318275154004,4.416666666666667,discourse_continuity,5,clothes,1,1.3333333333333335,1.3470225872689938
VP2,1,4,4.435318275154004,4.416666666666667,ad_hoc_implicature,1,box,1,1.3333333333333335,1.3470225872689938
VP2,1,4,4.435318275154004,4.416666666666667,ad_hoc_implicature,2,chair,1,1.3333333333333335,1.3470225872689938
VP2,1,4,4.435318275154004,4.416666666666667,ad_hoc_implicature,3,table,1,1.3333333333333335,1.3470225872689938
VP2,1,4,4.435318275154004,4.416666666666667,ad_hoc_implicature,4,plate,1,1.3333333333333335,1.3470225872689938
VP2,1,4,4.435318275154004,4.416666666666667,ad_hoc_implicature,5,house,1,1.3333333333333335,1.3470225872689938
VP2,1,4,4.435318275154004,4.416666666666667,card_sorting,1,red_rabbit,0,1.3333333333333335,1.3470225872689938
VP2,1,4,4.435318275154004,4.416666666666667,card_sorting,2,blue_boat,0,1.3333333333333335,1.3470225872689938
VP2,1,4,4.435318275154004,4.416666666666667,card_sorting,3,blue_boat,0,1.3333333333333335,1.3470225872689938
VP2,1,4,4.435318275154004,4.416666666666667,card_sorting,4,red_rabbit,0,1.3333333333333335,1.3470225872689938
VP2,1,4,4.435318275154004,4.416666666666667,card_sorting,5,blue_boat,0,1.3333333333333335,1.3470225872689938
VP2,1,4,4.435318275154004,4.416666666666667,card_sorting,6,red_rabbit,0,1.3333333333333335,1.3470225872689938
VP3,1,3,3.698836413415469,3.6666666666666665,mutual_exclusivity,1,carrot,1,0.583333333333333,0.6105407255304587
VP3,1,3,3.698836413415469,3.6666666666666665,mutual_exclusivity,2,garlic,0,0.583333333333333,0.6105407255304587
VP3,1,3,3.698836413415469,3.6666666666666665,mutual_exclusivity,3,eggplant,0,0.583333333333333,0.6105407255304587
VP3,1,3,3.698836413415469,3.6666666666666665,mutual_exclusivity,4,duck,1,0.583333333333333,0.6105407255304587
VP3,1,3,3.698836413415469,3.6666666666666665,mutual_exclusivity,5,horseshoe,0,0.583333333333333,0.6105407255304587
VP3,1,3,3.698836413415469,3.6666666666666665,simple_inf,1,bear,1,0.583333333333333,0.6105407255304587
VP3,1,3,3.698836413415469,3.6666666666666665,simple_inf,2,robot,1,0.583333333333333,0.6105407255304587
VP3,1,3,3.698836413415469,3.6666666666666665,simple_inf,3,rocket,0,0.583333333333333,0.6105407255304587
VP3,1,3,3.698836413415469,3.6666666666666665,simple_inf,4,truck,1,0.583333333333333,0.6105407255304587
VP3,1,3,3.698836413415469,3.6666666666666665,simple_inf,5,dino,1,0.583333333333333,0.6105407255304587
VP3,1,3,3.698836413415469,3.6666666666666665,discourse_continuity,1,fruits,0,0.583333333333333,0.6105407255304587
VP3,1,3,3.698836413415469,3.6666666666666665,discourse_continuity,2,vehicles,1,0.583333333333333,0.6105407255304587
VP3,1,3,3.698836413415469,3.6666666666666665,discourse_continuity,3,instruments,1,0.583333333333333,0.6105407255304587
VP3,1,3,3.698836413415469,3.6666666666666665,discourse_continuity,4,mammals,0,0.583333333333333,0.6105407255304587
VP3,1,3,3.698836413415469,3.6666666666666665,discourse_continuity,5,clothes,0,0.583333333333333,0.6105407255304587
VP3,1,3,3.698836413415469,3.6666666666666665,ad_hoc_implicature,1,box,1,0.583333333333333,0.6105407255304587
